REF_DATE,GEO,DGUID,Custodial and community supervision,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2017/2018,Provinces and Territories,2016A000011124,"Probation, community supervision",Persons,249,units,0,v65927059,15.8,5695.8,,,,1
2017/2018,Provinces and Territories,2016A000011124,"Community portion of custody sentence, community supervision",Persons,249,units,0,v65927060,15.9,220.4,,,,1
2017/2018,Provinces and Territories,2016A000011124,"Deferred custody, community supervision",Persons,249,units,0,v65927061,15.1,177,,,,1
2017/2018,Provinces and Territories,2016A000011124,"Intensive support and supervision, community supervision",Persons,249,units,0,v65927062,15.11,207.3,,,,1
2017/2018,Provinces and Territories,2016A000011124,"Probation rate per 10,000 young persons",Rate,257,units,0,v65927063,15.12,32.06,,,,2
2017/2018,Newfoundland and Labrador,2016A000210,Total actual-in count,Persons,249,units,0,v32164121,1.1,10.6,,,,1
2017/2018,Newfoundland and Labrador,2016A000210,"Total sentenced custody, actual-in count",Persons,249,units,0,v32164122,1.2,3.2,,,,1
2017/2018,Newfoundland and Labrador,2016A000210,"Sentenced secure custody, actual-in count",Persons,249,units,0,v32164123,1.3,1.5,,,,1
2017/2018,Newfoundland and Labrador,2016A000210,"Sentenced open custody, actual-in count",Persons,249,units,0,v32164124,1.4,1.7,,,,1
2017/2018,Newfoundland and Labrador,2016A000210,"Pre-trial detention and other temporary detention, actual-in count",Persons,249,units,0,v32164125,1.5,7.5,,,,1
2017/2018,Newfoundland and Labrador,2016A000210,"Incarceration rates per 10,000 young persons",Rate,257,units,0,v32164126,1.6,3.32,,,,2
2017/2018,Newfoundland and Labrador,2016A000210,Total community supervision count,Persons,249,units,0,v32164127,1.7,176.2,,,,1
2017/2018,Newfoundland and Labrador,2016A000210,"Probation, community supervision",Persons,249,units,0,v32164128,1.8,173.8,,,,1
2017/2018,Newfoundland and Labrador,2016A000210,"Community portion of custody sentence, community supervision",Persons,249,units,0,v32164129,1.9,1.2,,,,1
2017/2018,Newfoundland and Labrador,2016A000210,"Deferred custody, community supervision",Persons,249,units,0,v32164130,1.1,1.2,,,,1
2017/2018,Newfoundland and Labrador,2016A000210,"Intensive support and supervision, community supervision",Persons,249,units,0,v32164131,1.11,,..,,,1
2017/2018,Newfoundland and Labrador,2016A000210,"Probation rate per 10,000 young persons",Rate,257,units,0,v32164132,1.12,54.29,,,,2
2017/2018,Prince Edward Island,2016A000211,Total actual-in count,Persons,249,units,0,v32164133,2.1,4.1,,,,1
2017/2018,Prince Edward Island,2016A000211,"Total sentenced custody, actual-in count",Persons,249,units,0,v32164134,2.2,3.2,,,,1
2017/2018,Prince Edward Island,2016A000211,"Sentenced secure custody, actual-in count",Persons,249,units,0,v32164135,2.3,2.2,,,,1
2017/2018,Prince Edward Island,2016A000211,"Sentenced open custody, actual-in count",Persons,249,units,0,v32164136,2.4,1,,,,1
2017/2018,Prince Edward Island,2016A000211,"Pre-trial detention and other temporary detention, actual-in count",Persons,249,units,0,v32164137,2.5,0.8,,,,1
2017/2018,Prince Edward Island,2016A000211,"Incarceration rates per 10,000 young persons",Rate,257,units,0,v32164138,2.6,4.02,,,,2
2017/2018,Prince Edward Island,2016A000211,Total community supervision count,Persons,249,units,0,v32164139,2.7,52.3,,,,1
2017/2018,Prince Edward Island,2016A000211,"Probation, community supervision",Persons,249,units,0,v32164140,2.8,47.8,,,,1
2017/2018,Prince Edward Island,2016A000211,"Community portion of custody sentence, community supervision",Persons,249,units,0,v32164141,2.9,4.2,,,,1
2017/2018,Prince Edward Island,2016A000211,"Deferred custody, community supervision",Persons,249,units,0,v32164142,2.1,0.3,,,,1
2017/2018,Prince Edward Island,2016A000211,"Intensive support and supervision, community supervision",Persons,249,units,0,v32164143,2.11,0,,,,1
2017/2018,Prince Edward Island,2016A000211,"Probation rate per 10,000 young persons",Rate,257,units,0,v32164144,2.12,47.33,,,,2
2017/2018,Nova Scotia,2016A000212,Total actual-in count,Persons,249,units,0,v32164145,3.1,22,,,,1
2017/2018,Nova Scotia,2016A000212,"Total sentenced custody, actual-in count",Persons,249,units,0,v32164146,3.2,11.2,,,,1
2017/2018,Nova Scotia,2016A000212,"Sentenced secure custody, actual-in count",Persons,249,units,0,v32164147,3.3,1.2,,,,1
2017/2018,Nova Scotia,2016A000212,"Sentenced open custody, actual-in count",Persons,249,units,0,v32164148,3.4,10,,,,1
2017/2018,Nova Scotia,2016A000212,"Pre-trial detention and other temporary detention, actual-in count",Persons,249,units,0,v32164149,3.5,9.8,,,,1
2017/2018,Nova Scotia,2016A000212,"Incarceration rates per 10,000 young persons",Rate,257,units,0,v32164150,3.6,3.82,,,,2
2017/2018,Nova Scotia,2016A000212,Total community supervision count,Persons,249,units,0,v32164151,3.7,,..,,,1
2017/2018,Nova Scotia,2016A000212,"Probation, community supervision",Persons,249,units,0,v32164152,3.8,,..,,,1
2017/2018,Nova Scotia,2016A000212,"Community portion of custody sentence, community supervision",Persons,249,units,0,v44182189,3.9,,..,,,1
2017/2018,Nova Scotia,2016A000212,"Deferred custody, community supervision",Persons,249,units,0,v44182190,3.1,,..,,,1
2017/2018,Nova Scotia,2016A000212,"Intensive support and supervision, community supervision",Persons,249,units,0,v44182191,3.11,,..,,,1
2017/2018,Nova Scotia,2016A000212,"Probation rate per 10,000 young persons",Rate,257,units,0,v32164153,3.12,,..,,,2
2017/2018,New Brunswick,2016A000213,Total actual-in count,Persons,249,units,0,v32164154,4.1,14.6,,,,1
2017/2018,New Brunswick,2016A000213,"Total sentenced custody, actual-in count",Persons,249,units,0,v32164155,4.2,8.5,,,,1
2017/2018,New Brunswick,2016A000213,"Sentenced secure custody, actual-in count",Persons,249,units,0,v32164156,4.3,3.5,,,,1
2017/2018,New Brunswick,2016A000213,"Sentenced open custody, actual-in count",Persons,249,units,0,v32164157,4.4,5,,,,1
2017/2018,New Brunswick,2016A000213,"Pre-trial detention and other temporary detention, actual-in count",Persons,249,units,0,v32164158,4.5,5.5,,,,1
2017/2018,New Brunswick,2016A000213,"Incarceration rates per 10,000 young persons",Rate,257,units,0,v32164159,4.6,3.09,,,,2
2017/2018,New Brunswick,2016A000213,Total community supervision count,Persons,249,units,0,v32164160,4.7,,..,,,1
2017/2018,New Brunswick,2016A000213,"Probation, community supervision",Persons,249,units,0,v32164161,4.8,,..,,,1
2017/2018,New Brunswick,2016A000213,"Community portion of custody sentence, community supervision",Persons,249,units,0,v32164162,4.9,,..,,,1
2017/2018,New Brunswick,2016A000213,"Deferred custody, community supervision",Persons,249,units,0,v32164163,4.1,,..,,,1
2017/2018,New Brunswick,2016A000213,"Intensive support and supervision, community supervision",Persons,249,units,0,v44182192,4.11,,..,,,1
2017/2018,New Brunswick,2016A000213,"Probation rate per 10,000 young persons",Rate,257,units,0,v32164164,4.12,,..,,,2
2017/2018,Quebec,2016A000224,Total actual-in count,Persons,249,units,0,v32164165,5.1,,..,,,1
2017/2018,Quebec,2016A000224,"Total sentenced custody, actual-in count",Persons,249,units,0,v32164166,5.2,,..,,,1
2017/2018,Quebec,2016A000224,"Sentenced secure custody, actual-in count",Persons,249,units,0,v32164167,5.3,,..,,,1
2017/2018,Quebec,2016A000224,"Sentenced open custody, actual-in count",Persons,249,units,0,v32164168,5.4,,..,,,1
2017/2018,Quebec,2016A000224,"Pre-trial detention and other temporary detention, actual-in count",Persons,249,units,0,v32164169,5.5,,..,,,1
2017/2018,Quebec,2016A000224,"Incarceration rates per 10,000 young persons",Rate,257,units,0,v32164170,5.6,,..,,,2
2017/2018,Quebec,2016A000224,Total community supervision count,Persons,249,units,0,v32164171,5.7,,..,,,1
2017/2018,Quebec,2016A000224,"Probation, community supervision",Persons,249,units,0,v32164172,5.8,,..,,,1
2017/2018,Quebec,2016A000224,"Community portion of custody sentence, community supervision",Persons,249,units,0,v32164173,5.9,,..,,,1
2017/2018,Quebec,2016A000224,"Deferred custody, community supervision",Persons,249,units,0,v32164174,5.1,,..,,,1
2017/2018,Quebec,2016A000224,"Intensive support and supervision, community supervision",Persons,249,units,0,v32164175,5.11,,..,,,1
2017/2018,Quebec,2016A000224,"Probation rate per 10,000 young persons",Rate,257,units,0,v32164176,5.12,,..,,,2
2017/2018,Ontario,2016A000235,Total actual-in count,Persons,249,units,0,v32164177,6.1,275.3,,,,1
2017/2018,Ontario,2016A000235,"Total sentenced custody, actual-in count",Persons,249,units,0,v32164178,6.2,83.5,,,,1
2017/2018,Ontario,2016A000235,"Sentenced secure custody, actual-in count",Persons,249,units,0,v32164179,6.3,47.5,,,,1
2017/2018,Ontario,2016A000235,"Sentenced open custody, actual-in count",Persons,249,units,0,v32164180,6.4,35.9,,,,1
2017/2018,Ontario,2016A000235,"Pre-trial detention and other temporary detention, actual-in count",Persons,249,units,0,v32164181,6.5,191.8,,,,1
2017/2018,Ontario,2016A000235,"Incarceration rates per 10,000 young persons",Rate,257,units,0,v32164182,6.6,2.91,,,,2
2017/2018,Ontario,2016A000235,Total community supervision count,Persons,249,units,0,v32164183,6.7,2477.6,,,,1
2017/2018,Ontario,2016A000235,"Probation, community supervision",Persons,249,units,0,v32164184,6.8,2350.2,,,,1
2017/2018,Ontario,2016A000235,"Community portion of custody sentence, community supervision",Persons,249,units,0,v32164185,6.9,61.3,,,,1
2017/2018,Ontario,2016A000235,"Deferred custody, community supervision",Persons,249,units,0,v32164186,6.1,29.3,,,,1
2017/2018,Ontario,2016A000235,"Intensive support and supervision, community supervision",Persons,249,units,0,v44182193,6.11,36.8,,,,1
2017/2018,Ontario,2016A000235,"Probation rate per 10,000 young persons",Rate,257,units,0,v32164187,6.12,24.82,,,,2
2017/2018,Manitoba,2016A000246,Total actual-in count,Persons,249,units,0,v32164188,7.1,185.1,,,,1
2017/2018,Manitoba,2016A000246,"Total sentenced custody, actual-in count",Persons,249,units,0,v32164189,7.2,74.7,,,,1
2017/2018,Manitoba,2016A000246,"Sentenced secure custody, actual-in count",Persons,249,units,0,v32164190,7.3,41.1,,,,1
2017/2018,Manitoba,2016A000246,"Sentenced open custody, actual-in count",Persons,249,units,0,v32164191,7.4,33.6,,,,1
2017/2018,Manitoba,2016A000246,"Pre-trial detention and other temporary detention, actual-in count",Persons,249,units,0,v32164192,7.5,99.2,,,,1
2017/2018,Manitoba,2016A000246,"Incarceration rates per 10,000 young persons",Rate,257,units,0,v32164193,7.6,18.59,,,,2
2017/2018,Manitoba,2016A000246,Total community supervision count,Persons,249,units,0,v32164194,7.7,1204.3,,,,1
2017/2018,Manitoba,2016A000246,"Probation, community supervision",Persons,249,units,0,v32164195,7.8,1119.5,,,,1
2017/2018,Manitoba,2016A000246,"Community portion of custody sentence, community supervision",Persons,249,units,0,v32164196,7.9,55.4,,,,1
2017/2018,Manitoba,2016A000246,"Deferred custody, community supervision",Persons,249,units,0,v32164197,7.1,29.3,,,,1
2017/2018,Manitoba,2016A000246,"Intensive support and supervision, community supervision",Persons,249,units,0,v1064169811,7.11,,..,,,1
2017/2018,Manitoba,2016A000246,"Probation rate per 10,000 young persons",Rate,257,units,0,v32164198,7.12,112.45,,,,2
2017/2018,Saskatchewan,2016A000247,Total actual-in count,Persons,249,units,0,v32164199,8.1,133.3,,,,1
2017/2018,Saskatchewan,2016A000247,"Total sentenced custody, actual-in count",Persons,249,units,0,v32164200,8.2,86.5,,,,1
2017/2018,Saskatchewan,2016A000247,"Sentenced secure custody, actual-in count",Persons,249,units,0,v32164201,8.3,43.7,,,,1
2017/2018,Saskatchewan,2016A000247,"Sentenced open custody, actual-in count",Persons,249,units,0,v32164202,8.4,42.8,,,,1
2017/2018,Saskatchewan,2016A000247,"Pre-trial detention and other temporary detention, actual-in count",Persons,249,units,0,v32164203,8.5,46.6,,,,1
2017/2018,Saskatchewan,2016A000247,"Incarceration rates per 10,000 young persons",Rate,257,units,0,v32164204,8.6,15.92,,,,2
2017/2018,Saskatchewan,2016A000247,Total community supervision count,Persons,249,units,0,v32164205,8.7,1007.2,,,,1
2017/2018,Saskatchewan,2016A000247,"Probation, community supervision",Persons,249,units,0,v32164206,8.8,910.8,,,,1
2017/2018,Saskatchewan,2016A000247,"Community portion of custody sentence, community supervision",Persons,249,units,0,v32164207,8.9,40.3,,,,1
2017/2018,Saskatchewan,2016A000247,"Deferred custody, community supervision",Persons,249,units,0,v32164208,8.1,56.1,,,,1
2017/2018,Saskatchewan,2016A000247,"Intensive support and supervision, community supervision",Persons,249,units,0,v1064169812,8.11,,..,,,1
2017/2018,Saskatchewan,2016A000247,"Probation rate per 10,000 young persons",Rate,257,units,0,v32164209,8.12,108.82,,,,2
2017/2018,Alberta,2016A000248,Total actual-in count,Persons,249,units,0,v32164210,9.1,90.6,,,,1
2017/2018,Alberta,2016A000248,"Total sentenced custody, actual-in count",Persons,249,units,0,v32164211,9.2,24.3,,,,1
2017/2018,Alberta,2016A000248,"Sentenced secure custody, actual-in count",Persons,249,units,0,v32164212,9.3,20.7,,,,1
2017/2018,Alberta,2016A000248,"Sentenced open custody, actual-in count",Persons,249,units,0,v32164213,9.4,3.6,,,,1
2017/2018,Alberta,2016A000248,"Pre-trial detention and other temporary detention, actual-in count",Persons,249,units,0,v32164214,9.5,63.7,,,,1
2017/2018,Alberta,2016A000248,"Incarceration rates per 10,000 young persons",Rate,257,units,0,v32164215,9.6,3.07,,,,2
2017/2018,Alberta,2016A000248,Total community supervision count,Persons,249,units,0,v32164216,9.7,914.3,,,,1
2017/2018,Alberta,2016A000248,"Probation, community supervision",Persons,249,units,0,v32164217,9.8,824.5,,,,1
2017/2018,Alberta,2016A000248,"Community portion of custody sentence, community supervision",Persons,249,units,0,v32164218,9.9,47.8,,,,1
2017/2018,Alberta,2016A000248,"Deferred custody, community supervision",Persons,249,units,0,v32164219,9.1,35.7,,,,1
2017/2018,Alberta,2016A000248,"Intensive support and supervision, community supervision",Persons,249,units,0,v32164220,9.11,6.3,,,,1
2017/2018,Alberta,2016A000248,"Probation rate per 10,000 young persons",Rate,257,units,0,v32164221,9.12,27.97,,,,2
2017/2018,British Columbia,2016A000259,Total actual-in count,Persons,249,units,0,v32164222,10.1,49.2,,,,1
2017/2018,British Columbia,2016A000259,"Total sentenced custody, actual-in count",Persons,249,units,0,v32164223,10.2,13.7,,,,1
2017/2018,British Columbia,2016A000259,"Sentenced secure custody, actual-in count",Persons,249,units,0,v32164224,10.3,8.2,,,,1
2017/2018,British Columbia,2016A000259,"Sentenced open custody, actual-in count",Persons,249,units,0,v32164225,10.4,5.4,,,,1
2017/2018,British Columbia,2016A000259,"Pre-trial detention and other temporary detention, actual-in count",Persons,249,units,0,v32164226,10.5,34.6,,,,1
2017/2018,British Columbia,2016A000259,"Incarceration rates per 10,000 young persons",Rate,257,units,0,v32164227,10.6,1.64,,,,2
2017/2018,British Columbia,2016A000259,Total community supervision count,Persons,249,units,0,v32164228,10.7,417.5,,,,1
2017/2018,British Columbia,2016A000259,"Probation, community supervision",Persons,249,units,0,v32164229,10.8,221.8,,,,1
2017/2018,British Columbia,2016A000259,"Community portion of custody sentence, community supervision",Persons,249,units,0,v32164230,10.9,8.2,,,,1
2017/2018,British Columbia,2016A000259,"Deferred custody, community supervision",Persons,249,units,0,v32164231,10.1,24,,,,1
2017/2018,British Columbia,2016A000259,"Intensive support and supervision, community supervision",Persons,249,units,0,v32164232,10.11,163.3,,,,1
2017/2018,British Columbia,2016A000259,"Probation rate per 10,000 young persons",Rate,257,units,0,v32164233,10.12,7.4,,,,2
2017/2018,Yukon,2016A000260,Total actual-in count,Persons,249,units,0,v32164234,11.1,2.7,,,,1
2017/2018,Yukon,2016A000260,"Total sentenced custody, actual-in count",Persons,249,units,0,v32164235,11.2,2,,,,1
2017/2018,Yukon,2016A000260,"Sentenced secure custody, actual-in count",Persons,249,units,0,v32164236,11.3,1.4,,,,1
2017/2018,Yukon,2016A000260,"Sentenced open custody, actual-in count",Persons,249,units,0,v32164237,11.4,0.6,,,,1
2017/2018,Yukon,2016A000260,"Pre-trial detention and other temporary detention, actual-in count",Persons,249,units,0,v32164238,11.5,0.7,,,,1
2017/2018,Yukon,2016A000260,"Incarceration rates per 10,000 young persons",Rate,257,units,0,v32164239,11.6,10.94,,,,2
2017/2018,Yukon,2016A000260,Total community supervision count,Persons,249,units,0,v32164240,11.7,4.5,,,,1
2017/2018,Yukon,2016A000260,"Probation, community supervision",Persons,249,units,0,v32164241,11.8,2.3,,,,1
2017/2018,Yukon,2016A000260,"Community portion of custody sentence, community supervision",Persons,249,units,0,v32164242,11.9,1.3,,,,1
2017/2018,Yukon,2016A000260,"Deferred custody, community supervision",Persons,249,units,0,v32164243,11.1,0.1,,,,1
2017/2018,Yukon,2016A000260,"Intensive support and supervision, community supervision",Persons,249,units,0,v32164244,11.11,0.8,,,,1
2017/2018,Yukon,2016A000260,"Probation rate per 10,000 young persons",Rate,257,units,0,v32164245,11.12,9.03,,,,2
2017/2018,Northwest Territories,2016A000261,Total actual-in count,Persons,249,units,0,v32164252,13.1,4.2,,,,1
2017/2018,Northwest Territories,2016A000261,"Total sentenced custody, actual-in count",Persons,249,units,0,v32164253,13.2,1.2,,,,1
2017/2018,Northwest Territories,2016A000261,"Sentenced secure custody, actual-in count",Persons,249,units,0,v32164254,13.3,0.3,,,,1
2017/2018,Northwest Territories,2016A000261,"Sentenced open custody, actual-in count",Persons,249,units,0,v32164255,13.4,0.8,,,,1
2017/2018,Northwest Territories,2016A000261,"Pre-trial detention and other temporary detention, actual-in count",Persons,249,units,0,v32164256,13.5,2.9,,,,1
2017/2018,Northwest Territories,2016A000261,"Incarceration rates per 10,000 young persons",Rate,257,units,0,v32164257,13.6,12.4,,,,2
2017/2018,Northwest Territories,2016A000261,Total community supervision count,Persons,249,units,0,v44182202,13.7,16.8,,,,1
2017/2018,Northwest Territories,2016A000261,"Probation, community supervision",Persons,249,units,0,v44182203,13.8,15.8,,,,1
2017/2018,Northwest Territories,2016A000261,"Community portion of custody sentence, community supervision",Persons,249,units,0,v44182204,13.9,0.8,,,,1
2017/2018,Northwest Territories,2016A000261,"Deferred custody, community supervision",Persons,249,units,0,v44182205,13.1,0.3,,,,1
2017/2018,Northwest Territories,2016A000261,"Intensive support and supervision, community supervision",Persons,249,units,0,v44182206,13.11,0,,,,1
2017/2018,Northwest Territories,2016A000261,"Probation rate per 10,000 young persons",Rate,257,units,0,v44182207,13.12,46.78,,,,2
2017/2018,Nunavut,2016A000262,Total actual-in count,Persons,249,units,0,v32164258,14.1,3.6,,,,1
2017/2018,Nunavut,2016A000262,"Total sentenced custody, actual-in count",Persons,249,units,0,v32164259,14.2,2.2,,,,1
2017/2018,Nunavut,2016A000262,"Sentenced secure custody, actual-in count",Persons,249,units,0,v32164260,14.3,1.3,,,,1
2017/2018,Nunavut,2016A000262,"Sentenced open custody, actual-in count",Persons,249,units,0,v32164261,14.4,0.9,,,,1
2017/2018,Nunavut,2016A000262,"Pre-trial detention and other temporary detention, actual-in count",Persons,249,units,0,v32164262,14.5,1.4,,,,1
2017/2018,Nunavut,2016A000262,"Incarceration rates per 10,000 young persons",Rate,257,units,0,v32164263,14.6,8.99,,,,2
2017/2018,Nunavut,2016A000262,Total community supervision count,Persons,249,units,0,v32164264,14.7,30.1,,,,1
2017/2018,Nunavut,2016A000262,"Probation, community supervision",Persons,249,units,0,v32164265,14.8,29.3,,,,1
2017/2018,Nunavut,2016A000262,"Community portion of custody sentence, community supervision",Persons,249,units,0,v32164266,14.9,,..,,,1
2017/2018,Nunavut,2016A000262,"Deferred custody, community supervision",Persons,249,units,0,v111898914,14.1,0.8,,,,1
2017/2018,Nunavut,2016A000262,"Intensive support and supervision, community supervision",Persons,249,units,0,v1064169813,14.11,,..,,,1
2017/2018,Nunavut,2016A000262,"Probation rate per 10,000 young persons",Rate,257,units,0,v32164267,14.12,73.57,,,,2
2018/2019,Provinces and Territories,2016A000011124,Total actual-in count,Persons,249,units,0,v65927052,15.1,716.3,,,,1
2018/2019,Provinces and Territories,2016A000011124,"Total sentenced custody, actual-in count",Persons,249,units,0,v65927053,15.2,301.2,,,,1
2018/2019,Provinces and Territories,2016A000011124,"Sentenced secure custody, actual-in count",Persons,249,units,0,v65927054,15.3,170.7,,,,1
2018/2019,Provinces and Territories,2016A000011124,"Sentenced open custody, actual-in count",Persons,249,units,0,v65927055,15.4,130.5,,,,1
2018/2019,Provinces and Territories,2016A000011124,"Pre-trial detention and other temporary detention, actual-in count",Persons,249,units,0,v65927056,15.5,399.1,,,,1
2018/2019,Provinces and Territories,2016A000011124,"Incarceration rates per 10,000 young persons",Rate,257,units,0,v65927057,15.6,3.8,,,,2
2018/2019,Provinces and Territories,2016A000011124,Total community supervision count,Persons,249,units,0,v65927058,15.7,5712.7,,,,1
2018/2019,Provinces and Territories,2016A000011124,"Probation, community supervision",Persons,249,units,0,v65927059,15.8,5191,,,,1
2018/2019,Provinces and Territories,2016A000011124,"Community portion of custody sentence, community supervision",Persons,249,units,0,v65927060,15.9,207.8,,,,1
2018/2019,Provinces and Territories,2016A000011124,"Deferred custody, community supervision",Persons,249,units,0,v65927061,15.1,147.6,,,,1
2018/2019,Provinces and Territories,2016A000011124,"Intensive support and supervision, community supervision",Persons,249,units,0,v65927062,15.11,166.3,,,,1
2018/2019,Provinces and Territories,2016A000011124,"Probation rate per 10,000 young persons",Rate,257,units,0,v65927063,15.12,29.13,,,,2
2018/2019,Newfoundland and Labrador,2016A000210,Total actual-in count,Persons,249,units,0,v32164121,1.1,9.9,,,,1
2018/2019,Newfoundland and Labrador,2016A000210,"Total sentenced custody, actual-in count",Persons,249,units,0,v32164122,1.2,2.2,,,,1
2018/2019,Newfoundland and Labrador,2016A000210,"Sentenced secure custody, actual-in count",Persons,249,units,0,v32164123,1.3,1.7,,,,1
2018/2019,Newfoundland and Labrador,2016A000210,"Sentenced open custody, actual-in count",Persons,249,units,0,v32164124,1.4,0.6,,,,1
2018/2019,Newfoundland and Labrador,2016A000210,"Pre-trial detention and other temporary detention, actual-in count",Persons,249,units,0,v32164125,1.5,7.6,,,,1
2018/2019,Newfoundland and Labrador,2016A000210,"Incarceration rates per 10,000 young persons",Rate,257,units,0,v32164126,1.6,3.12,,,,2
2018/2019,Newfoundland and Labrador,2016A000210,Total community supervision count,Persons,249,units,0,v32164127,1.7,143.3,,,,1
2018/2019,Newfoundland and Labrador,2016A000210,"Probation, community supervision",Persons,249,units,0,v32164128,1.8,141.3,,,,1
2018/2019,Newfoundland and Labrador,2016A000210,"Community portion of custody sentence, community supervision",Persons,249,units,0,v32164129,1.9,1.4,,,,1
2018/2019,Newfoundland and Labrador,2016A000210,"Deferred custody, community supervision",Persons,249,units,0,v32164130,1.1,0.5,,,,1
2018/2019,Newfoundland and Labrador,2016A000210,"Intensive support and supervision, community supervision",Persons,249,units,0,v32164131,1.11,,..,,,1
2018/2019,Newfoundland and Labrador,2016A000210,"Probation rate per 10,000 young persons",Rate,257,units,0,v32164132,1.12,44.71,,,,2
2018/2019,Prince Edward Island,2016A000211,Total actual-in count,Persons,249,units,0,v32164133,2.1,2.6,,,,1
2018/2019,Prince Edward Island,2016A000211,"Total sentenced custody, actual-in count",Persons,249,units,0,v32164134,2.2,2.3,,,,1
2018/2019,Prince Edward Island,2016A000211,"Sentenced secure custody, actual-in count",Persons,249,units,0,v32164135,2.3,0.8,,,,1
2018/2019,Prince Edward Island,2016A000211,"Sentenced open custody, actual-in count",Persons,249,units,0,v32164136,2.4,1.5,,,,1
2018/2019,Prince Edward Island,2016A000211,"Pre-trial detention and other temporary detention, actual-in count",Persons,249,units,0,v32164137,2.5,0.3,,,,1
2018/2019,Prince Edward Island,2016A000211,"Incarceration rates per 10,000 young persons",Rate,257,units,0,v32164138,2.6,2.54,,,,2
2018/2019,Prince Edward Island,2016A000211,Total community supervision count,Persons,249,units,0,v32164139,2.7,44.9,,,,1
2018/2019,Prince Edward Island,2016A000211,"Probation, community supervision",Persons,249,units,0,v32164140,2.8,41.4,,,,1
2018/2019,Prince Edward Island,2016A000211,"Community portion of custody sentence, community supervision",Persons,249,units,0,v32164141,2.9,3.1,,,,1
2018/2019,Prince Edward Island,2016A000211,"Deferred custody, community supervision",Persons,249,units,0,v32164142,2.1,0.4,,,,1
2018/2019,Prince Edward Island,2016A000211,"Intensive support and supervision, community supervision",Persons,249,units,0,v32164143,2.11,0,,,,1
2018/2019,Prince Edward Island,2016A000211,"Probation rate per 10,000 young persons",Rate,257,units,0,v32164144,2.12,40.85,,,,2
2018/2019,Nova Scotia,2016A000212,Total actual-in count,Persons,249,units,0,v32164145,3.1,12.4,,,,1
2018/2019,Nova Scotia,2016A000212,"Total sentenced custody, actual-in count",Persons,249,units,0,v32164146,3.2,6.6,,,,1
2018/2019,Nova Scotia,2016A000212,"Sentenced secure custody, actual-in count",Persons,249,units,0,v32164147,3.3,2.5,,,,1
2018/2019,Nova Scotia,2016A000212,"Sentenced open custody, actual-in count",Persons,249,units,0,v32164148,3.4,4.1,,,,1
2018/2019,Nova Scotia,2016A000212,"Pre-trial detention and other temporary detention, actual-in count",Persons,249,units,0,v32164149,3.5,4.6,,,,1
2018/2019,Nova Scotia,2016A000212,"Incarceration rates per 10,000 young persons",Rate,257,units,0,v32164150,3.6,2.18,,,,2
2018/2019,Nova Scotia,2016A000212,Total community supervision count,Persons,249,units,0,v32164151,3.7,,..,,,1
2018/2019,Nova Scotia,2016A000212,"Probation, community supervision",Persons,249,units,0,v32164152,3.8,,..,,,1
2018/2019,Nova Scotia,2016A000212,"Community portion of custody sentence, community supervision",Persons,249,units,0,v44182189,3.9,,..,,,1
2018/2019,Nova Scotia,2016A000212,"Deferred custody, community supervision",Persons,249,units,0,v44182190,3.1,,..,,,1
2018/2019,Nova Scotia,2016A000212,"Intensive support and supervision, community supervision",Persons,249,units,0,v44182191,3.11,,..,,,1
2018/2019,Nova Scotia,2016A000212,"Probation rate per 10,000 young persons",Rate,257,units,0,v32164153,3.12,,..,,,2
2018/2019,New Brunswick,2016A000213,Total actual-in count,Persons,249,units,0,v32164154,4.1,15.2,,,,1
2018/2019,New Brunswick,2016A000213,"Total sentenced custody, actual-in count",Persons,249,units,0,v32164155,4.2,9,,,,1
2018/2019,New Brunswick,2016A000213,"Sentenced secure custody, actual-in count",Persons,249,units,0,v32164156,4.3,4.2,,,,1
2018/2019,New Brunswick,2016A000213,"Sentenced open custody, actual-in count",Persons,249,units,0,v32164157,4.4,4.8,,,,1
2018/2019,New Brunswick,2016A000213,"Pre-trial detention and other temporary detention, actual-in count",Persons,249,units,0,v32164158,4.5,6,,,,1
2018/2019,New Brunswick,2016A000213,"Incarceration rates per 10,000 young persons",Rate,257,units,0,v32164159,4.6,3.24,,,,2
2018/2019,New Brunswick,2016A000213,Total community supervision count,Persons,249,units,0,v32164160,4.7,,..,,,1
2018/2019,New Brunswick,2016A000213,"Probation, community supervision",Persons,249,units,0,v32164161,4.8,,..,,,1
2018/2019,New Brunswick,2016A000213,"Community portion of custody sentence, community supervision",Persons,249,units,0,v32164162,4.9,,..,,,1
2018/2019,New Brunswick,2016A000213,"Deferred custody, community supervision",Persons,249,units,0,v32164163,4.1,,..,,,1
2018/2019,New Brunswick,2016A000213,"Intensive support and supervision, community supervision",Persons,249,units,0,v44182192,4.11,,..,,,1
2018/2019,New Brunswick,2016A000213,"Probation rate per 10,000 young persons",Rate,257,units,0,v32164164,4.12,,..,,,2
2018/2019,Quebec,2016A000224,Total actual-in count,Persons,249,units,0,v32164165,5.1,,..,,,1
2018/2019,Quebec,2016A000224,"Total sentenced custody, actual-in count",Persons,249,units,0,v32164166,5.2,,..,,,1
2018/2019,Quebec,2016A000224,"Sentenced secure custody, actual-in count",Persons,249,units,0,v32164167,5.3,,..,,,1
