REF_DATE,GEO,DGUID,Initial entry status,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2018/2019,Northwest Territories,2016A000261,Pre-trial detention,Number,223,units,0,v32445525,16.2,7,,,,0
2018/2019,Northwest Territories,2016A000261,Secure custody,Number,223,units,0,v32445526,16.3,0,,,,0
2018/2019,Northwest Territories,2016A000261,Open custody,Number,223,units,0,v32445528,16.6,0,,,,0
2018/2019,Northwest Territories,2016A000261,Total community sentences,Number,223,units,0,v32445530,16.9,12,,,,0
2018/2019,Northwest Territories,2016A000261,Intensive support and supervision,Number,223,units,0,v41443611,16.1,0,,,,0
2018/2019,Northwest Territories,2016A000261,Deferred custody and supervision,Number,223,units,0,v32445531,16.11,0,,,,0
2018/2019,Northwest Territories,2016A000261,Supervised probation,Number,223,units,0,v43735733,16.12,12,,,,0
2018/2019,Northwest Territories,2016A000261,Other community sentences,Number,223,units,0,v41443612,16.13,,..,,,0
2018/2019,Nunavut,2016A000262,Total correctional services,Number,223,units,0,v32445532,17.1,44,,,,0
2018/2019,Nunavut,2016A000262,Pre-trial detention,Number,223,units,0,v32445533,17.2,13,,,,0
2018/2019,Nunavut,2016A000262,Secure custody,Number,223,units,0,v32445534,17.3,1,,,,0
2018/2019,Nunavut,2016A000262,Open custody,Number,223,units,0,v32445536,17.6,0,,,,0
2018/2019,Nunavut,2016A000262,Total community sentences,Number,223,units,0,v43735736,17.9,30,,,,0
2018/2019,Nunavut,2016A000262,Intensive support and supervision,Number,223,units,0,v43735737,17.1,,..,,,0
2018/2019,Nunavut,2016A000262,Deferred custody and supervision,Number,223,units,0,v43735738,17.11,,..,,,0
2018/2019,Nunavut,2016A000262,Supervised probation,Number,223,units,0,v43735739,17.12,29,,,,0
2018/2019,Nunavut,2016A000262,Other community sentences,Number,223,units,0,v43735740,17.13,1,,,,0
2019/2020,Provinces and territories,2016A000011124,Total correctional services,Number,223,units,0,v32445374,1.1,7039,,,,0
2019/2020,Provinces and territories,2016A000011124,Pre-trial detention,Number,223,units,0,v32445375,1.2,1332,,,,0
2019/2020,Provinces and territories,2016A000011124,Secure custody,Number,223,units,0,v32445376,1.3,63,,,,0
2019/2020,Provinces and territories,2016A000011124,Open custody,Number,223,units,0,v32445379,1.6,47,,,,0
2019/2020,Provinces and territories,2016A000011124,Total community sentences,Number,223,units,0,v32445382,1.9,5597,,,,0
2019/2020,Provinces and territories,2016A000011124,Intensive support and supervision,Number,223,units,0,v32445383,1.1,20,,,,0
2019/2020,Provinces and territories,2016A000011124,Deferred custody and supervision,Number,223,units,0,v32445384,1.11,129,,,,0
2019/2020,Provinces and territories,2016A000011124,Supervised probation,Number,223,units,0,v32445385,1.12,2946,,,,0
2019/2020,Provinces and territories,2016A000011124,Other community sentences,Number,223,units,0,v32445386,1.13,2502,,,,0
2019/2020,Newfoundland and Labrador,2016A000210,Total correctional services,Number,223,units,0,v32445387,2.1,136,,,,0
2019/2020,Newfoundland and Labrador,2016A000210,Pre-trial detention,Number,223,units,0,v32860958,2.2,12,,,,0
2019/2020,Newfoundland and Labrador,2016A000210,Secure custody,Number,223,units,0,v32445388,2.3,2,,,,0
2019/2020,Newfoundland and Labrador,2016A000210,Open custody,Number,223,units,0,v32445391,2.6,0,,,,0
2019/2020,Newfoundland and Labrador,2016A000210,Total community sentences,Number,223,units,0,v32445394,2.9,122,,,,0
2019/2020,Newfoundland and Labrador,2016A000210,Intensive support and supervision,Number,223,units,0,v41443607,2.1,0,,,,0
2019/2020,Newfoundland and Labrador,2016A000210,Deferred custody and supervision,Number,223,units,0,v32445395,2.11,11,,,,0
2019/2020,Newfoundland and Labrador,2016A000210,Supervised probation,Number,223,units,0,v32445396,2.12,106,,,,0
2019/2020,Newfoundland and Labrador,2016A000210,Other community sentences,Number,223,units,0,v32445397,2.13,5,,,,0
2019/2020,Prince Edward Island,2016A000211,Total correctional services,Number,223,units,0,v32445398,3.1,14,,,,0
2019/2020,Prince Edward Island,2016A000211,Pre-trial detention,Number,223,units,0,v32860959,3.2,10,,,,0
2019/2020,Prince Edward Island,2016A000211,Secure custody,Number,223,units,0,v32445399,3.3,1,,,,0
2019/2020,Prince Edward Island,2016A000211,Open custody,Number,223,units,0,v32445400,3.6,3,,,,0
2019/2020,Prince Edward Island,2016A000211,Total community sentences,Number,223,units,0,v32445401,3.9,0,,,,0
2019/2020,Prince Edward Island,2016A000211,Intensive support and supervision,Number,223,units,0,v79960432,3.1,,..,,,0
2019/2020,Prince Edward Island,2016A000211,Deferred custody and supervision,Number,223,units,0,v79960433,3.11,,..,,,0
2019/2020,Prince Edward Island,2016A000211,Supervised probation,Number,223,units,0,v32445402,3.12,0,,,,0
2019/2020,Prince Edward Island,2016A000211,Other community sentences,Number,223,units,0,v32445403,3.13,0,,,,0
2019/2020,Nova Scotia,2016A000212,Total correctional services,Number,223,units,0,v32445404,4.1,144,,,,0
2019/2020,Nova Scotia,2016A000212,Pre-trial detention,Number,223,units,0,v32445405,4.2,38,,,,0
2019/2020,Nova Scotia,2016A000212,Secure custody,Number,223,units,0,v32445406,4.3,5,,,,0
2019/2020,Nova Scotia,2016A000212,Open custody,Number,223,units,0,v32445409,4.6,0,,,,0
2019/2020,Nova Scotia,2016A000212,Total community sentences,Number,223,units,0,v32445412,4.9,101,,,,0
2019/2020,Nova Scotia,2016A000212,Intensive support and supervision,Number,223,units,0,v41551922,4.1,0,,,,0
2019/2020,Nova Scotia,2016A000212,Deferred custody and supervision,Number,223,units,0,v41443608,4.11,9,,,,0
2019/2020,Nova Scotia,2016A000212,Supervised probation,Number,223,units,0,v32445413,4.12,92,,,,0
2019/2020,Nova Scotia,2016A000212,Other community sentences,Number,223,units,0,v32445414,4.13,0,,,,0
2019/2020,New Brunswick,2016A000213,Total correctional services,Number,223,units,0,v32445415,5.1,166,,,,0
2019/2020,New Brunswick,2016A000213,Pre-trial detention,Number,223,units,0,v32445416,5.2,40,,,,0
2019/2020,New Brunswick,2016A000213,Secure custody,Number,223,units,0,v32445417,5.3,3,,,,0
2019/2020,New Brunswick,2016A000213,Open custody,Number,223,units,0,v32445420,5.6,2,,,,0
2019/2020,New Brunswick,2016A000213,Total community sentences,Number,223,units,0,v32445423,5.9,121,,,,0
2019/2020,New Brunswick,2016A000213,Intensive support and supervision,Number,223,units,0,v32445424,5.1,,..,,,0
2019/2020,New Brunswick,2016A000213,Deferred custody and supervision,Number,223,units,0,v32445425,5.11,5,,,,0
2019/2020,New Brunswick,2016A000213,Supervised probation,Number,223,units,0,v32445426,5.12,92,,,,0
2019/2020,New Brunswick,2016A000213,Other community sentences,Number,223,units,0,v32445427,5.13,24,,,,0
2019/2020,Quebec,2016A000224,Total correctional services,Number,223,units,0,v32445428,6.1,,..,,,0
2019/2020,Quebec,2016A000224,Pre-trial detention,Number,223,units,0,v32445429,6.2,,..,,,0
2019/2020,Quebec,2016A000224,Secure custody,Number,223,units,0,v32445430,6.3,,..,,,0
2019/2020,Quebec,2016A000224,Open custody,Number,223,units,0,v32445432,6.6,,..,,,0
2019/2020,Quebec,2016A000224,Total community sentences,Number,223,units,0,v32445434,6.9,,..,,,0
2019/2020,Quebec,2016A000224,Intensive support and supervision,Number,223,units,0,v32445435,6.1,,..,,,0
2019/2020,Quebec,2016A000224,Deferred custody and supervision,Number,223,units,0,v32445436,6.11,,..,,,0
2019/2020,Quebec,2016A000224,Supervised probation,Number,223,units,0,v32445437,6.12,,..,,,0
2019/2020,Quebec,2016A000224,Other community sentences,Number,223,units,0,v32445438,6.13,,..,,,0
2019/2020,Ontario,2016A000235,Total correctional services,Number,223,units,0,v32445439,7.1,2472,,,,0
2019/2020,Ontario,2016A000235,Pre-trial detention,Number,223,units,0,v32445440,7.2,871,,,,0
2019/2020,Ontario,2016A000235,Secure custody,Number,223,units,0,v32445441,7.3,19,,,,0
2019/2020,Ontario,2016A000235,Open custody,Number,223,units,0,v32445444,7.6,27,,,,0
2019/2020,Ontario,2016A000235,Total community sentences,Number,223,units,0,v32445447,7.9,1555,,,,0
2019/2020,Ontario,2016A000235,Intensive support and supervision,Number,223,units,0,v32445448,7.1,0,,,,0
2019/2020,Ontario,2016A000235,Deferred custody and supervision,Number,223,units,0,v32445449,7.11,54,,,,0
2019/2020,Ontario,2016A000235,Supervised probation,Number,223,units,0,v32445450,7.12,1495,,,,0
2019/2020,Ontario,2016A000235,Other community sentences,Number,223,units,0,v32445451,7.13,6,,,,0
2019/2020,Manitoba,2016A000246,Total correctional services,Number,223,units,0,v32445476,10.1,,..,,,0
2019/2020,Manitoba,2016A000246,Pre-trial detention,Number,223,units,0,v32445477,10.2,,..,,,0
2019/2020,Manitoba,2016A000246,Secure custody,Number,223,units,0,v32445478,10.3,,..,,,0
2019/2020,Manitoba,2016A000246,Open custody,Number,223,units,0,v32445481,10.6,,..,,,0
2019/2020,Manitoba,2016A000246,Total community sentences,Number,223,units,0,v32445484,10.9,,..,,,0
2019/2020,Manitoba,2016A000246,Intensive support and supervision,Number,223,units,0,v32445485,10.1,,..,,,0
2019/2020,Manitoba,2016A000246,Deferred custody and supervision,Number,223,units,0,v32445486,10.11,,..,,,0
2019/2020,Manitoba,2016A000246,Supervised probation,Number,223,units,0,v32445487,10.12,,..,,,0
2019/2020,Manitoba,2016A000246,Other community sentences,Number,223,units,0,v32445488,10.13,,..,,,0
2019/2020,Saskatchewan,2016A000247,Total correctional services,Number,223,units,0,v32445489,11.1,916,,,,0
2019/2020,Saskatchewan,2016A000247,Pre-trial detention,Number,223,units,0,v32861025,11.2,215,,,,0
2019/2020,Saskatchewan,2016A000247,Secure custody,Number,223,units,0,v32445490,11.3,6,,,,0
2019/2020,Saskatchewan,2016A000247,Open custody,Number,223,units,0,v32445491,11.6,5,,,,0
2019/2020,Saskatchewan,2016A000247,Total community sentences,Number,223,units,0,v32445492,11.9,690,,,,0
2019/2020,Saskatchewan,2016A000247,Intensive support and supervision,Number,223,units,0,v79960440,11.1,,..,,,0
2019/2020,Saskatchewan,2016A000247,Deferred custody and supervision,Number,223,units,0,v79960441,11.11,16,,,,0
2019/2020,Saskatchewan,2016A000247,Supervised probation,Number,223,units,0,v32445493,11.12,387,,,,0
2019/2020,Saskatchewan,2016A000247,Other community sentences,Number,223,units,0,v32445494,11.13,287,,,,0
2019/2020,Alberta,2016A000248,Total correctional services,Number,223,units,0,v32445495,12.1,2076,,,,0
2019/2020,Alberta,2016A000248,Pre-trial detention,Number,223,units,0,v32445496,12.2,96,,,,0
2019/2020,Alberta,2016A000248,Secure custody,Number,223,units,0,v32445497,12.3,26,,,,0
2019/2020,Alberta,2016A000248,Open custody,Number,223,units,0,v32445499,12.6,7,,,,0
2019/2020,Alberta,2016A000248,Total community sentences,Number,223,units,0,v32445501,12.9,1947,,,,0
2019/2020,Alberta,2016A000248,Intensive support and supervision,Number,223,units,0,v32445502,12.1,1,,,,0
2019/2020,Alberta,2016A000248,Deferred custody and supervision,Number,223,units,0,v32445503,12.11,24,,,,0
2019/2020,Alberta,2016A000248,Supervised probation,Number,223,units,0,v32445504,12.12,638,,,,0
2019/2020,Alberta,2016A000248,Other community sentences,Number,223,units,0,v32445505,12.13,1284,,,,0
2019/2020,British Columbia,2016A000259,Total correctional services,Number,223,units,0,v32445506,13.1,1049,,,,0
2019/2020,British Columbia,2016A000259,Pre-trial detention,Number,223,units,0,v32860960,13.2,35,,,,0
2019/2020,British Columbia,2016A000259,Secure custody,Number,223,units,0,v32445507,13.3,0,,,,0
2019/2020,British Columbia,2016A000259,Open custody,Number,223,units,0,v32445508,13.6,0,,,,0
2019/2020,British Columbia,2016A000259,Total community sentences,Number,223,units,0,v32445509,13.9,1014,,,,0
2019/2020,British Columbia,2016A000259,Intensive support and supervision,Number,223,units,0,v52459796,13.1,19,,,,0
2019/2020,British Columbia,2016A000259,Deferred custody and supervision,Number,223,units,0,v52458553,13.11,6,,,,0
2019/2020,British Columbia,2016A000259,Supervised probation,Number,223,units,0,v32445510,13.12,99,,,,0
2019/2020,British Columbia,2016A000259,Other community sentences,Number,223,units,0,v32445511,13.13,890,,,,0
2019/2020,Yukon,2016A000260,Total correctional services,Number,223,units,0,v32445512,14.1,8,,,,0
2019/2020,Yukon,2016A000260,Pre-trial detention,Number,223,units,0,v32445513,14.2,4,,,,0
2019/2020,Yukon,2016A000260,Secure custody,Number,223,units,0,v32445514,14.3,0,,,,0
2019/2020,Yukon,2016A000260,Open custody,Number,223,units,0,v32445516,14.6,0,,,,0
2019/2020,Yukon,2016A000260,Total community sentences,Number,223,units,0,v32445518,14.9,4,,,,0
2019/2020,Yukon,2016A000260,Intensive support and supervision,Number,223,units,0,v43735731,14.1,0,,,,0
2019/2020,Yukon,2016A000260,Deferred custody and supervision,Number,223,units,0,v43735732,14.11,4,,,,0
2019/2020,Yukon,2016A000260,Supervised probation,Number,223,units,0,v32445519,14.12,0,,,,0
2019/2020,Yukon,2016A000260,Other community sentences,Number,223,units,0,v32445520,14.13,0,,,,0
2019/2020,Northwest Territories,2016A000261,Total correctional services,Number,223,units,0,v32445524,16.1,16,,,,0
2019/2020,Northwest Territories,2016A000261,Pre-trial detention,Number,223,units,0,v32445525,16.2,6,,,,0
2019/2020,Northwest Territories,2016A000261,Secure custody,Number,223,units,0,v32445526,16.3,1,,,,0
2019/2020,Northwest Territories,2016A000261,Open custody,Number,223,units,0,v32445528,16.6,2,,,,0
2019/2020,Northwest Territories,2016A000261,Total community sentences,Number,223,units,0,v32445530,16.9,7,,,,0
2019/2020,Northwest Territories,2016A000261,Intensive support and supervision,Number,223,units,0,v41443611,16.1,0,,,,0
2019/2020,Northwest Territories,2016A000261,Deferred custody and supervision,Number,223,units,0,v32445531,16.11,0,,,,0
2019/2020,Northwest Territories,2016A000261,Supervised probation,Number,223,units,0,v43735733,16.12,7,,,,0
2019/2020,Northwest Territories,2016A000261,Other community sentences,Number,223,units,0,v41443612,16.13,,..,,,0
2019/2020,Nunavut,2016A000262,Total correctional services,Number,223,units,0,v32445532,17.1,42,,,,0
2019/2020,Nunavut,2016A000262,Pre-trial detention,Number,223,units,0,v32445533,17.2,5,,,,0
2019/2020,Nunavut,2016A000262,Secure custody,Number,223,units,0,v32445534,17.3,0,,,,0
2019/2020,Nunavut,2016A000262,Open custody,Number,223,units,0,v32445536,17.6,1,,,,0
2019/2020,Nunavut,2016A000262,Total community sentences,Number,223,units,0,v43735736,17.9,36,,,,0
2019/2020,Nunavut,2016A000262,Intensive support and supervision,Number,223,units,0,v43735737,17.1,,..,,,0
2019/2020,Nunavut,2016A000262,Deferred custody and supervision,Number,223,units,0,v43735738,17.11,,..,,,0
2019/2020,Nunavut,2016A000262,Supervised probation,Number,223,units,0,v43735739,17.12,30,,,,0
2019/2020,Nunavut,2016A000262,Other community sentences,Number,223,units,0,v43735740,17.13,6,,,,0
2020/2021,Provinces and territories,2016A000011124,Total correctional services,Number,223,units,0,v32445374,1.1,4224,,,,0
2020/2021,Provinces and territories,2016A000011124,Pre-trial detention,Number,223,units,0,v32445375,1.2,794,,,,0
2020/2021,Provinces and territories,2016A000011124,Secure custody,Number,223,units,0,v32445376,1.3,18,,,,0
2020/2021,Provinces and territories,2016A000011124,Open custody,Number,223,units,0,v32445379,1.6,14,,,,0
2020/2021,Provinces and territories,2016A000011124,Total community sentences,Number,223,units,0,v32445382,1.9,3398,,,,0
2020/2021,Provinces and territories,2016A000011124,Intensive support and supervision,Number,223,units,0,v32445383,1.1,17,,,,0
2020/2021,Provinces and territories,2016A000011124,Deferred custody and supervision,Number,223,units,0,v32445384,1.11,69,,,,0
2020/2021,Provinces and territories,2016A000011124,Supervised probation,Number,223,units,0,v32445385,1.12,1884,,,,0
2020/2021,Provinces and territories,2016A000011124,Other community sentences,Number,223,units,0,v32445386,1.13,1428,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Total correctional services,Number,223,units,0,v32445387,2.1,88,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Pre-trial detention,Number,223,units,0,v32860958,2.2,12,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Secure custody,Number,223,units,0,v32445388,2.3,1,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Open custody,Number,223,units,0,v32445391,2.6,0,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Total community sentences,Number,223,units,0,v32445394,2.9,75,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Intensive support and supervision,Number,223,units,0,v41443607,2.1,0,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Deferred custody and supervision,Number,223,units,0,v32445395,2.11,3,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Supervised probation,Number,223,units,0,v32445396,2.12,66,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Other community sentences,Number,223,units,0,v32445397,2.13,6,,,,0
2020/2021,Prince Edward Island,2016A000211,Total correctional services,Number,223,units,0,v32445398,3.1,5,,,,0
2020/2021,Prince Edward Island,2016A000211,Pre-trial detention,Number,223,units,0,v32860959,3.2,4,,,,0
2020/2021,Prince Edward Island,2016A000211,Secure custody,Number,223,units,0,v32445399,3.3,0,,,,0
2020/2021,Prince Edward Island,2016A000211,Open custody,Number,223,units,0,v32445400,3.6,1,,,,0
2020/2021,Prince Edward Island,2016A000211,Total community sentences,Number,223,units,0,v32445401,3.9,0,,,,0
2020/2021,Prince Edward Island,2016A000211,Intensive support and supervision,Number,223,units,0,v79960432,3.1,,..,,,0
2020/2021,Prince Edward Island,2016A000211,Deferred custody and supervision,Number,223,units,0,v79960433,3.11,,..,,,0
2020/2021,Prince Edward Island,2016A000211,Supervised probation,Number,223,units,0,v32445402,3.12,0,,,,0
2020/2021,Prince Edward Island,2016A000211,Other community sentences,Number,223,units,0,v32445403,3.13,0,,,,0
2020/2021,Nova Scotia,2016A000212,Total correctional services,Number,223,units,0,v32445404,4.1,87,,,,0
2020/2021,Nova Scotia,2016A000212,Pre-trial detention,Number,223,units,0,v32445405,4.2,23,,,,0
2020/2021,Nova Scotia,2016A000212,Secure custody,Number,223,units,0,v32445406,4.3,0,,,,0
2020/2021,Nova Scotia,2016A000212,Open custody,Number,223,units,0,v32445409,4.6,0,,,,0
2020/2021,Nova Scotia,2016A000212,Total community sentences,Number,223,units,0,v32445412,4.9,64,,,,0
2020/2021,Nova Scotia,2016A000212,Intensive support and supervision,Number,223,units,0,v41551922,4.1,0,,,,0
2020/2021,Nova Scotia,2016A000212,Deferred custody and supervision,Number,223,units,0,v41443608,4.11,7,,,,0
2020/2021,Nova Scotia,2016A000212,Supervised probation,Number,223,units,0,v32445413,4.12,57,,,,0
2020/2021,Nova Scotia,2016A000212,Other community sentences,Number,223,units,0,v32445414,4.13,0,,,,0
2020/2021,New Brunswick,2016A000213,Total correctional services,Number,223,units,0,v32445415,5.1,131,,,,0
2020/2021,New Brunswick,2016A000213,Pre-trial detention,Number,223,units,0,v32445416,5.2,33,,,,0
2020/2021,New Brunswick,2016A000213,Secure custody,Number,223,units,0,v32445417,5.3,1,,,,0
2020/2021,New Brunswick,2016A000213,Open custody,Number,223,units,0,v32445420,5.6,0,,,,0
2020/2021,New Brunswick,2016A000213,Total community sentences,Number,223,units,0,v32445423,5.9,97,,,,0
2020/2021,New Brunswick,2016A000213,Intensive support and supervision,Number,223,units,0,v32445424,5.1,,..,,,0
2020/2021,New Brunswick,2016A000213,Deferred custody and supervision,Number,223,units,0,v32445425,5.11,5,,,,0
2020/2021,New Brunswick,2016A000213,Supervised probation,Number,223,units,0,v32445426,5.12,80,,,,0
2020/2021,New Brunswick,2016A000213,Other community sentences,Number,223,units,0,v32445427,5.13,12,,,,0
2020/2021,Quebec,2016A000224,Total correctional services,Number,223,units,0,v32445428,6.1,,..,,,0
2020/2021,Quebec,2016A000224,Pre-trial detention,Number,223,units,0,v32445429,6.2,,..,,,0
2020/2021,Quebec,2016A000224,Secure custody,Number,223,units,0,v32445430,6.3,,..,,,0
2020/2021,Quebec,2016A000224,Open custody,Number,223,units,0,v32445432,6.6,,..,,,0
2020/2021,Quebec,2016A000224,Total community sentences,Number,223,units,0,v32445434,6.9,,..,,,0
2020/2021,Quebec,2016A000224,Intensive support and supervision,Number,223,units,0,v32445435,6.1,,..,,,0
2020/2021,Quebec,2016A000224,Deferred custody and supervision,Number,223,units,0,v32445436,6.11,,..,,,0
2020/2021,Quebec,2016A000224,Supervised probation,Number,223,units,0,v32445437,6.12,,..,,,0
2020/2021,Quebec,2016A000224,Other community sentences,Number,223,units,0,v32445438,6.13,,..,,,0
2020/2021,Ontario,2016A000235,Total correctional services,Number,223,units,0,v32445439,7.1,1369,,,,0
2020/2021,Ontario,2016A000235,Pre-trial detention,Number,223,units,0,v32445440,7.2,535,,,,0
2020/2021,Ontario,2016A000235,Secure custody,Number,223,units,0,v32445441,7.3,7,,,,0
2020/2021,Ontario,2016A000235,Open custody,Number,223,units,0,v32445444,7.6,7,,,,0
2020/2021,Ontario,2016A000235,Total community sentences,Number,223,units,0,v32445447,7.9,820,,,,0
2020/2021,Ontario,2016A000235,Intensive support and supervision,Number,223,units,0,v32445448,7.1,0,,,,0
2020/2021,Ontario,2016A000235,Deferred custody and supervision,Number,223,units,0,v32445449,7.11,28,,,,0
2020/2021,Ontario,2016A000235,Supervised probation,Number,223,units,0,v32445450,7.12,786,,,,0
2020/2021,Ontario,2016A000235,Other community sentences,Number,223,units,0,v32445451,7.13,6,,,,0
2020/2021,Manitoba,2016A000246,Total correctional services,Number,223,units,0,v32445476,10.1,,..,,,0
2020/2021,Manitoba,2016A000246,Pre-trial detention,Number,223,units,0,v32445477,10.2,,..,,,0
2020/2021,Manitoba,2016A000246,Secure custody,Number,223,units,0,v32445478,10.3,,..,,,0
2020/2021,Manitoba,2016A000246,Open custody,Number,223,units,0,v32445481,10.6,,..,,,0
2020/2021,Manitoba,2016A000246,Total community sentences,Number,223,units,0,v32445484,10.9,,..,,,0
2020/2021,Manitoba,2016A000246,Intensive support and supervision,Number,223,units,0,v32445485,10.1,,..,,,0
2020/2021,Manitoba,2016A000246,Deferred custody and supervision,Number,223,units,0,v32445486,10.11,,..,,,0
2020/2021,Manitoba,2016A000246,Supervised probation,Number,223,units,0,v32445487,10.12,,..,,,0
2020/2021,Manitoba,2016A000246,Other community sentences,Number,223,units,0,v32445488,10.13,,..,,,0
2020/2021,Saskatchewan,2016A000247,Total correctional services,Number,223,units,0,v32445489,11.1,609,,,,0
2020/2021,Saskatchewan,2016A000247,Pre-trial detention,Number,223,units,0,v32861025,11.2,125,,,,0
2020/2021,Saskatchewan,2016A000247,Secure custody,Number,223,units,0,v32445490,11.3,2,,,,0
2020/2021,Saskatchewan,2016A000247,Open custody,Number,223,units,0,v32445491,11.6,5,,,,0
2020/2021,Saskatchewan,2016A000247,Total community sentences,Number,223,units,0,v32445492,11.9,477,,,,0
2020/2021,Saskatchewan,2016A000247,Intensive support and supervision,Number,223,units,0,v79960440,11.1,,..,,,0
2020/2021,Saskatchewan,2016A000247,Deferred custody and supervision,Number,223,units,0,v79960441,11.11,8,,,,0
2020/2021,Saskatchewan,2016A000247,Supervised probation,Number,223,units,0,v32445493,11.12,324,,,,0
2020/2021,Saskatchewan,2016A000247,Other community sentences,Number,223,units,0,v32445494,11.13,145,,,,0
2020/2021,Alberta,2016A000248,Total correctional services,Number,223,units,0,v32445495,12.1,1192,,,,0
2020/2021,Alberta,2016A000248,Pre-trial detention,Number,223,units,0,v32445496,12.2,38,,,,0
2020/2021,Alberta,2016A000248,Secure custody,Number,223,units,0,v32445497,12.3,6,,,,0
2020/2021,Alberta,2016A000248,Open custody,Number,223,units,0,v32445499,12.6,1,,,,0
2020/2021,Alberta,2016A000248,Total community sentences,Number,223,units,0,v32445501,12.9,1147,,,,0
2020/2021,Alberta,2016A000248,Intensive support and supervision,Number,223,units,0,v32445502,12.1,2,,,,0
2020/2021,Alberta,2016A000248,Deferred custody and supervision,Number,223,units,0,v32445503,12.11,12,,,,0
2020/2021,Alberta,2016A000248,Supervised probation,Number,223,units,0,v32445504,12.12,477,,,,0
2020/2021,Alberta,2016A000248,Other community sentences,Number,223,units,0,v32445505,12.13,656,,,,0
2020/2021,British Columbia,2016A000259,Total correctional services,Number,223,units,0,v32445506,13.1,711,,,,0
2020/2021,British Columbia,2016A000259,Pre-trial detention,Number,223,units,0,v32860960,13.2,14,,,,0
2020/2021,British Columbia,2016A000259,Secure custody,Number,223,units,0,v32445507,13.3,0,,,,0
2020/2021,British Columbia,2016A000259,Open custody,Number,223,units,0,v32445508,13.6,0,,,,0
2020/2021,British Columbia,2016A000259,Total community sentences,Number,223,units,0,v32445509,13.9,697,,,,0
2020/2021,British Columbia,2016A000259,Intensive support and supervision,Number,223,units,0,v52459796,13.1,15,,,,0
2020/2021,British Columbia,2016A000259,Deferred custody and supervision,Number,223,units,0,v52458553,13.11,4,,,,0
2020/2021,British Columbia,2016A000259,Supervised probation,Number,223,units,0,v32445510,13.12,83,,,,0
2020/2021,British Columbia,2016A000259,Other community sentences,Number,223,units,0,v32445511,13.13,595,,,,0
2020/2021,Yukon,2016A000260,Total correctional services,Number,223,units,0,v32445512,14.1,4,,,,0
2020/2021,Yukon,2016A000260,Pre-trial detention,Number,223,units,0,v32445513,14.2,2,,,,0
2020/2021,Yukon,2016A000260,Secure custody,Number,223,units,0,v32445514,14.3,0,,,,0
2020/2021,Yukon,2016A000260,Open custody,Number,223,units,0,v32445516,14.6,0,,,,0
2020/2021,Yukon,2016A000260,Total community sentences,Number,223,units,0,v32445518,14.9,2,,,,0
2020/2021,Yukon,2016A000260,Intensive support and supervision,Number,223,units,0,v43735731,14.1,0,,,,0
2020/2021,Yukon,2016A000260,Deferred custody and supervision,Number,223,units,0,v43735732,14.11,2,,,,0
2020/2021,Yukon,2016A000260,Supervised probation,Number,223,units,0,v32445519,14.12,0,,,,0
2020/2021,Yukon,2016A000260,Other community sentences,Number,223,units,0,v32445520,14.13,0,,,,0
2020/2021,Northwest Territories,2016A000261,Total correctional services,Number,223,units,0,v32445524,16.1,5,,,,0
2020/2021,Northwest Territories,2016A000261,Pre-trial detention,Number,223,units,0,v32445525,16.2,1,,,,0
2020/2021,Northwest Territories,2016A000261,Secure custody,Number,223,units,0,v32445526,16.3,0,,,,0
2020/2021,Northwest Territories,2016A000261,Open custody,Number,223,units,0,v32445528,16.6,0,,,,0
2020/2021,Northwest Territories,2016A000261,Total community sentences,Number,223,units,0,v32445530,16.9,4,,,,0
2020/2021,Northwest Territories,2016A000261,Intensive support and supervision,Number,223,units,0,v41443611,16.1,0,,,,0
2020/2021,Northwest Territories,2016A000261,Deferred custody and supervision,Number,223,units,0,v32445531,16.11,0,,,,0
2020/2021,Northwest Territories,2016A000261,Supervised probation,Number,223,units,0,v43735733,16.12,4,,,,0
2020/2021,Northwest Territories,2016A000261,Other community sentences,Number,223,units,0,v41443612,16.13,,..,,,0
2020/2021,Nunavut,2016A000262,Total correctional services,Number,223,units,0,v32445532,17.1,23,,,,0
2020/2021,Nunavut,2016A000262,Pre-trial detention,Number,223,units,0,v32445533,17.2,7,,,,0
2020/2021,Nunavut,2016A000262,Secure custody,Number,223,units,0,v32445534,17.3,1,,,,0
2020/2021,Nunavut,2016A000262,Open custody,Number,223,units,0,v32445536,17.6,0,,,,0
2020/2021,Nunavut,2016A000262,Total community sentences,Number,223,units,0,v43735736,17.9,15,,,,0
2020/2021,Nunavut,2016A000262,Intensive support and supervision,Number,223,units,0,v43735737,17.1,,..,,,0
2020/2021,Nunavut,2016A000262,Deferred custody and supervision,Number,223,units,0,v43735738,17.11,,..,,,0
2020/2021,Nunavut,2016A000262,Supervised probation,Number,223,units,0,v43735739,17.12,7,,,,0
